,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
284,Rio de Janeiro,20,BR,1590075188,69,-22.9,-43.21,82.4,2.24
285,Hithadhoo,92,MV,1590074962,74,-0.6,73.08,84.83,10.22
286,Novyy Urgal,5,RU,1590075299,85,51.07,132.56,46.63,1.57
287,Pilar,90,BR,1590075082,88,-9.6,-35.96,80.6,6.93
288,Machiques,8,VE,1590075299,57,10.06,-72.55,90.09,5.37
289,Kaduna,86,NG,1590075093,32,10.52,7.44,93.99,7.16
290,Kangāvar,0,IR,1590075300,34,34.5,47.97,71.26,1.32
291,Eyl,47,SO,1590075300,54,7.98,49.82,89.15,23.26
292,Hasaki,75,JP,1590074983,93,35.73,140.83,57.2,9.17
293,Abu Samrah,6,SY,1590075149,13,35.3,37.18,93.52,19.35
294,Darnah,0,LY,1590075300,57,32.77,22.64,73.02,21.34
295,Cap Malheureux,26,MU,1590075141,76,-19.98,57.61,73.99,7.0
296,Paamiut,100,GL,1590074985,87,61.99,-49.67,35.13,15.28
297,Whitehorse,20,CA,1590074995,69,60.72,-135.05,44.01,3.36
298,Kailua,40,US,1590075007,73,21.4,-157.74,77.0,6.93
299,Olinda,40,BR,1590075267,74,-8.01,-34.86,84.2,11.41
300,Koulamoutou,67,GA,1590075300,78,-1.13,12.47,82.15,2.84
301,Pacific Grove,90,US,1590075081,82,36.62,-121.92,57.2,3.36
302,Kenai,90,US,1590075300,81,60.55,-151.26,44.6,4.7
303,Verkhnevilyuysk,0,RU,1590074974,54,63.45,120.32,47.35,6.46
304,Vaitape,25,PF,1590074962,79,-16.52,-151.75,79.95,25.84
305,Vila do Maio,20,CV,1590075300,54,15.13,-23.22,82.4,16.11
306,Birin,100,NP,1590075300,100,26.89,88.07,60.8,2.51
307,Kruisfontein,66,ZA,1590074978,25,-34.0,24.73,77.05,5.99
308,Kimbe,12,PG,1590075301,88,-5.55,150.14,76.41,4.41
309,Henties Bay,0,NA,1590075136,81,-22.12,14.28,64.99,7.0
310,Mukhen,100,RU,1590075301,67,48.1,136.1,54.12,3.42
311,College,40,US,1590075301,65,64.86,-147.8,48.99,3.58
312,Saiha,97,IN,1590075301,92,22.48,92.97,69.64,3.09
313,Yilan,100,TW,1590075108,99,24.76,121.75,77.0,4.72
314,Mar del Plata,90,AR,1590075039,82,-38.0,-57.56,57.99,19.46
315,Yagodnoye,69,RU,1590075301,92,62.55,149.67,32.22,3.91
316,Pontianak,100,ID,1590075301,88,-0.03,109.33,79.3,1.97
317,Cabo San Lucas,5,MX,1590075137,53,22.89,-109.91,79.0,2.24
318,Tazovsky,91,RU,1590075301,71,67.47,78.7,52.72,3.27
319,Bud,90,US,1590075096,87,39.45,-86.18,57.99,4.7
320,San Quintín,0,MX,1590075129,67,30.48,-115.95,66.43,8.28
321,San Patricio,75,MX,1590075127,83,19.22,-104.7,80.6,6.93
322,Alta Floresta,40,BR,1590075302,59,-9.88,-56.09,89.6,10.29
323,Adrar,9,MR,1590074999,8,20.5,-10.07,105.19,10.2
324,Kavieng,98,PG,1590074963,79,-2.57,150.8,83.14,10.02
325,Ségou,92,ML,1590075302,7,13.43,-6.22,107.47,8.01
326,Manaure,75,CO,1590075302,70,11.78,-72.44,86.0,11.41
327,Buraidah,0,SA,1590075262,15,26.33,43.98,100.4,13.87
328,Priiskovyy,100,RU,1590075302,69,51.93,116.63,50.13,9.93
329,Ürümqi,100,CN,1590075302,45,43.8,87.6,64.4,6.71
330,La Reforma,0,MX,1590075302,74,25.08,-108.05,82.0,1.99
331,Cotonou,40,BJ,1590075142,70,6.37,2.42,89.6,18.34
332,Cambridge,1,CA,1590075231,34,43.36,-80.31,64.4,5.82
333,Fort Saint James,0,CA,1590075246,53,54.43,-124.25,49.93,8.12
334,Isangel,99,VU,1590075256,69,-19.55,169.27,68.99,10.69
335,Nouadhibou,0,MR,1590075302,69,20.93,-17.03,73.4,20.8
336,Vao,93,NC,1590074976,58,-22.67,167.48,70.93,11.7
337,Klaksvík,100,FO,1590075247,87,62.23,-6.59,50.0,8.05
338,Ihosy,38,MG,1590075267,84,-22.4,46.12,59.18,10.63
339,Åmot,97,NO,1590075303,86,59.57,7.99,47.48,0.6
340,Nenagh,75,IE,1590075303,55,52.86,-8.2,61.0,17.22
341,Boyolangu,100,ID,1590075303,85,-8.12,111.89,78.46,0.69
342,Heihe,40,CN,1590074969,93,50.24,127.49,50.0,2.24
343,Nelson Bay,75,AU,1590075092,76,-32.72,152.15,52.0,17.22
344,Katsuura,100,JP,1590074982,92,35.13,140.3,57.99,3.0
345,Kieta,99,PG,1590074998,78,-6.22,155.63,79.77,4.99
346,Pangai,96,TO,1590075304,85,-19.8,-174.35,74.44,4.63
347,Novikovo,87,RU,1590075304,66,51.15,37.89,51.84,6.29
348,Bartica,90,GY,1590075304,94,6.4,-58.62,80.6,13.87
349,Dunedin,100,NZ,1590074686,47,-45.87,170.5,60.01,7.56
350,Lagos,75,NG,1590075304,66,6.58,3.75,91.4,9.17
351,San Martín,40,AR,1590075075,87,-33.08,-68.47,48.2,9.17
352,Baculin,81,PH,1590075305,80,7.45,126.58,79.14,4.9
353,Macon,90,US,1590075305,72,39.87,-88.97,61.0,6.93
354,Teluk Anson,20,MY,1590075305,94,4.03,101.02,78.8,1.5
355,Lorengau,9,PG,1590074990,78,-2.02,147.27,82.08,5.59
356,Vengerovo,56,RU,1590075250,66,55.68,76.75,54.0,6.42
357,Sibiti,52,CG,1590075305,82,-3.68,13.35,78.55,3.06
358,Taltal,0,CL,1590075005,55,-25.4,-70.48,66.45,6.76
359,Chapais,20,CA,1590074970,28,49.78,-74.85,71.6,11.41
360,Prince Rupert,90,CA,1590075306,100,54.32,-130.32,44.6,4.7
361,Saldanha,30,ZA,1590074731,68,-33.01,17.94,68.0,8.05
362,Cerritos,1,US,1590075306,68,33.86,-118.06,68.0,2.93
363,Kerman,40,IR,1590075306,63,30.28,57.08,64.4,6.93
364,Bima,73,ID,1590075306,90,-8.47,118.72,76.35,5.84
365,Pauini,3,BR,1590075306,50,-7.71,-66.98,91.9,2.57
366,Waipawa,0,NZ,1590074998,74,-41.41,175.52,55.0,1.01
367,Portsmouth,70,GB,1590075030,51,50.8,-1.09,77.0,8.41
368,Nemuro,0,JP,1590074959,89,43.32,145.57,37.96,2.8
369,Arkhangelsk,75,RU,1590075306,60,64.54,40.54,41.0,13.42
370,Vila Franca do Campo,20,PT,1590075143,68,37.72,-25.43,66.2,13.87
371,Coyhaique,20,CL,1590074890,81,-45.58,-72.07,42.8,5.82
372,Kabinda,49,CD,1590075307,61,-6.13,24.48,78.93,3.69
373,San Juan de Arama,100,CO,1590075307,89,3.35,-73.89,73.17,1.66
374,Winnemucca,1,US,1590075241,50,40.97,-117.74,51.8,6.93
375,Terney,95,RU,1590075307,69,45.05,136.61,40.64,3.89
376,Tambopata,40,PE,1590075307,74,-12.73,-69.18,84.2,2.24
377,Sola,43,VU,1590075264,69,-13.88,167.55,79.02,15.82
378,Cairns,40,AU,1590074994,78,-16.92,145.77,73.4,5.82
379,Rāvar,16,IR,1590075307,22,31.27,56.81,79.0,5.14
380,Nobeoka,19,JP,1590075307,81,32.58,131.67,52.0,4.41
381,Keflavik,75,IS,1590075307,71,64.0,-22.56,53.6,26.4
382,Fort Nelson,90,CA,1590075042,93,58.81,-122.7,37.4,11.41
383,Tadine,47,NC,1590075307,65,-21.55,167.88,67.71,7.99
384,Piney Green,90,US,1590075307,88,34.72,-77.32,71.6,18.34
385,Upington,0,ZA,1590075307,22,-28.45,21.26,80.6,9.17
386,Vila Velha,40,BR,1590075133,61,-20.33,-40.29,78.8,6.93
387,Sol'-Iletsk,95,RU,1590075308,74,51.16,54.99,54.52,2.46
388,Puerto Gaitán,82,CO,1590075041,70,4.31,-72.08,85.33,6.78
389,Mbanza-Ngungu,80,CD,1590075308,83,-5.25,14.87,77.36,4.7
390,Pohořelice,97,CZ,1590075308,34,48.98,16.52,64.4,6.93
391,Newport,89,GB,1590075079,52,51.59,-3.0,75.0,4.7
392,Dingle,93,PH,1590074959,82,11.0,122.67,81.36,0.98
393,Divnogorsk,0,RU,1590075308,54,55.96,92.36,55.4,4.68
394,Malinalco,75,MX,1590075308,34,18.95,-99.5,78.8,3.42
395,Stabat,40,ID,1590075308,100,3.76,98.45,82.4,2.24
396,Kampong Thom,100,KH,1590075029,92,12.71,104.89,76.33,3.85
397,Pingliang,100,CN,1590075308,26,35.54,106.69,65.52,8.46
398,Maïné Soroa,57,NE,1590075308,23,13.21,12.02,101.16,11.7
399,Negombo,20,LK,1590075144,94,7.21,79.84,82.4,9.17
400,Shingū,100,JP,1590074990,91,33.73,135.98,61.48,6.58
401,Florianópolis,20,BR,1590075122,65,-27.61,-48.5,77.0,16.11
402,Comodoro Rivadavia,0,AR,1590074952,54,-45.87,-67.5,53.6,4.7
403,Christchurch,100,NZ,1590074986,61,-43.53,172.63,55.99,1.12
404,Annau,40,TM,1590075309,22,37.89,58.52,87.8,11.41
405,Bandarbeyla,24,SO,1590074974,64,9.49,50.81,85.96,28.16
406,Quatre Cocos,75,MU,1590075137,78,-20.21,57.76,75.2,17.22
407,Byron Bay,100,AU,1590075156,77,-28.65,153.62,63.0,8.05
408,Jacareacanga,83,BR,1590075242,74,-6.22,-57.75,86.0,4.7
409,Grand Gaube,36,MU,1590075309,76,-20.01,57.66,73.99,8.99
410,Castrillón,80,ES,1590075309,68,43.4,-6.79,82.99,5.82
411,Mbale,51,UG,1590075309,85,1.08,34.17,69.42,1.81
412,Akbarpur,0,IN,1590075309,11,26.42,82.55,92.03,3.67
413,Mackenzie,90,CA,1590075309,93,55.3,-123.17,44.6,4.7
414,Poum,74,NC,1590075247,74,-20.23,164.02,73.15,14.72
415,Aksu,36,CN,1590075309,20,41.12,80.26,73.22,5.03
416,Gamba,13,GA,1590075253,76,-2.65,10.0,80.76,8.86
417,Craig,1,US,1590075309,43,40.52,-107.55,50.0,15.32
418,Taloqan,21,AF,1590075310,51,36.74,69.53,67.57,1.07
419,Tura,100,IN,1590074979,98,25.52,90.22,71.08,4.59
420,Erbil,0,IQ,1590075310,9,36.19,44.01,102.2,10.29
421,Naze,75,JP,1590074963,68,28.37,129.48,66.2,6.93
422,Béré,82,TD,1590075310,61,9.32,16.16,82.72,6.55
423,Koungheul,7,SN,1590075310,9,13.98,-14.8,109.42,10.16
424,Londoko,100,RU,1590075310,70,49.03,131.98,46.81,1.32
425,Mehrān,0,IR,1590075270,19,33.12,46.16,86.0,6.93
426,Ugoofaaru,100,MV,1590074992,79,5.67,73.0,82.9,21.16
427,Al Bardīyah,0,LY,1590074995,55,31.76,25.09,74.41,17.98
428,Veydelevka,88,RU,1590075310,69,50.15,38.45,52.48,4.94
429,Red Bluff,1,US,1590075310,67,40.18,-122.24,62.6,8.05
430,Boa Vista,40,BR,1590075310,58,2.82,-60.67,87.8,11.41
431,‘Āhuimanu,40,US,1590075310,73,21.44,-157.84,77.0,6.93
432,Tiznit Province,0,MA,1590074981,36,29.58,-9.5,83.35,9.57
433,Taoudenni,0,ML,1590074977,7,22.68,-3.98,105.03,19.17
434,Markkleeberg,94,DE,1590075310,32,51.28,12.4,69.8,8.05
435,Seymchan,0,RU,1590075311,71,62.88,152.43,39.0,7.85
436,Morehead,90,US,1590075311,87,37.27,-87.18,64.99,5.21
437,Punta Alta,19,AR,1590075311,57,-38.88,-62.07,56.01,12.95
438,Palmira,40,CO,1590075155,69,3.54,-76.3,82.4,5.82
439,Shāhgarh,0,IN,1590075305,12,24.32,79.13,89.04,6.08
440,Hay River,75,CA,1590075133,92,60.82,-115.8,33.8,8.05
441,Tiarei,4,PF,1590075311,65,-17.53,-149.33,77.0,8.05
442,Berlevåg,71,NO,1590074977,77,70.86,29.09,38.44,15.9
443,Vanimo,37,PG,1590074979,83,-2.67,141.3,79.59,3.02
444,Tahoua,2,NE,1590075311,8,14.89,5.27,105.8,13.87
445,Marabba,76,SD,1590075311,36,12.35,32.18,92.3,9.35
446,Hadishahr,75,AZ,1590075311,28,38.84,45.66,84.2,4.7
447,Moose Factory,1,CA,1590075311,62,51.26,-80.61,53.6,8.05
448,Tecolutla,40,MX,1590075311,79,20.48,-97.02,86.0,9.17
449,Palafrugell,56,ES,1590075311,43,41.92,3.16,80.01,4.47
450,Luba,40,GQ,1590075311,100,3.46,8.55,82.4,3.36
451,Liverpool,20,GB,1590075175,49,53.41,-2.98,71.01,4.7
452,Stromness,20,GB,1590075311,87,58.97,-3.3,55.4,11.41
453,Nur-Sultan,22,KZ,1590075177,53,51.18,71.45,57.99,8.95
454,Tartagal,100,AR,1590074756,67,-22.52,-63.8,72.82,7.56
455,Caborca,0,MX,1590075312,45,30.58,-111.1,62.01,2.04
456,Bayonet Point,16,US,1590075312,66,28.33,-82.68,86.0,1.99
457,Itaberaí,0,BR,1590075312,63,-16.02,-49.81,79.03,6.76
458,Awjilah,37,LY,1590075312,13,29.11,21.29,92.89,11.21
459,Raja,0,SS,1590075254,63,8.46,25.68,83.43,5.55
460,Pahrump,0,US,1590075312,23,36.21,-115.98,70.0,1.01
461,Sept-Îles,75,CA,1590074973,50,50.2,-66.38,55.4,3.36
462,Mae Hong Son,95,TH,1590075312,72,19.3,97.97,79.02,2.17
463,Maceió,90,BR,1590074817,88,-9.67,-35.74,80.6,6.93
464,Gobabis,0,NA,1590075312,17,-22.45,18.97,75.2,12.75
465,Brae,100,GB,1590074990,87,60.4,-1.35,55.4,5.82
466,Fallon,1,US,1590075312,54,39.47,-118.78,57.0,4.7
467,Usevya,5,TZ,1590075312,64,-7.1,31.23,72.1,5.01
468,Grindavik,75,IS,1590075263,71,63.84,-22.43,53.6,26.4
469,Luwingu,1,ZM,1590075003,68,-10.26,29.93,66.43,3.11
470,Verkhnyaya Inta,1,RU,1590075242,58,65.98,60.31,61.72,8.43
471,Gondanglegi,100,ID,1590075313,81,-7.75,112.01,77.97,4.99
472,Namatanai,100,PG,1590074975,82,-3.67,152.43,80.67,6.13
473,Cockburn Town,75,TC,1590075120,70,21.46,-71.14,84.2,11.41
474,Necochea,47,AR,1590075255,78,-38.55,-58.74,55.99,11.99
475,Malatya Province,75,TR,1590075313,23,38.5,38.0,86.0,5.5
476,Kudahuvadhoo,100,MV,1590075313,77,2.67,72.89,84.22,14.27
477,Shumskiy,32,RU,1590075313,56,54.83,99.13,51.69,1.23
478,Batagay-Alyta,57,RU,1590075000,95,67.8,130.41,26.71,8.14
479,Navolato,5,MX,1590075313,65,24.77,-107.69,82.99,3.13
480,Tres Arroyos,19,AR,1590075313,59,-38.37,-60.28,54.43,13.06
481,Goes,0,NL,1590075313,44,51.5,3.89,80.01,5.01
482,Srednekolymsk,42,RU,1590075313,93,67.45,153.68,29.61,8.5
483,San Cristobal,20,VE,1590075119,32,7.77,-72.22,96.8,19.46
484,Izhma,38,RU,1590075313,61,65.01,53.91,52.48,3.56
485,Flin Flon,90,CA,1590075314,75,54.77,-101.86,41.0,11.41
486,Tawang Town,100,IN,1590075314,77,27.58,91.87,53.58,3.4
487,Lompoc,20,US,1590074972,93,34.64,-120.46,57.99,6.35
488,Flateby,96,NO,1590075314,37,59.83,11.17,63.0,1.99
489,San Diego de la Unión,0,MX,1590075314,34,21.47,-100.87,77.0,5.99
490,Ponta Delgada,20,PT,1590075152,68,37.73,-25.67,66.2,13.87
491,Ixtapa,5,MX,1590075314,74,20.7,-105.2,78.8,4.65
492,Sioux Lookout,20,CA,1590075314,53,50.1,-91.92,71.6,5.82
493,Tāybād,0,IR,1590075314,20,34.74,60.78,75.09,17.78
494,Santa Cruz de La Palma,20,ES,1590075314,56,28.68,-17.76,73.4,12.75
495,Sur,0,OM,1590075260,55,22.57,59.53,88.3,11.07
496,Coyaima,28,CO,1590075030,53,3.8,-75.19,87.15,3.91
497,Lithgow,75,AU,1590075205,87,-33.48,150.15,48.2,14.99
498,Juneau,20,US,1590075168,87,58.3,-134.42,46.0,2.64
499,Sydney Mines,75,CA,1590075314,37,46.24,-60.22,66.99,20.8
500,Dnestrovsc,100,MD,1590075315,29,46.62,29.91,62.6,13.42
501,Touros,75,BR,1590074979,74,-5.2,-35.46,84.2,16.11
502,Papara,40,BR,1590075315,74,-3.98,-38.73,84.2,11.41
503,Antalaha,0,MG,1590075315,73,-14.9,50.28,73.71,11.63
504,Bang Saphan,100,TH,1590075315,81,11.21,99.51,80.83,3.94
505,Kabin Buri,100,TH,1590075315,86,13.95,101.72,81.18,2.42
506,Orange,1,US,1590075315,63,33.7,-117.77,66.99,3.51
507,Oodweyne,85,SO,1590075315,42,9.41,45.06,85.17,13.0
508,Cananea,0,MX,1590075315,14,30.95,-110.3,68.0,1.99
509,Banes,75,CU,1590075315,62,20.96,-75.72,87.8,4.7
510,Burns Lake,14,CA,1590075315,56,54.23,-125.75,46.53,7.09
511,Kutum,47,SD,1590075315,17,14.2,24.67,91.71,9.55
512,Kamphaeng Phet,100,TH,1590075315,92,16.48,99.52,90.0,2.77
513,Horki,100,BY,1590075315,94,54.29,30.98,38.79,9.51
514,Nizwá,83,OM,1590075315,19,22.93,57.53,93.47,6.31
515,Cururupu,99,BR,1590075300,88,-1.83,-44.87,82.18,6.22
516,Mnogovershinnyy,100,RU,1590075316,100,53.94,139.92,34.48,2.24
517,Kuril'sk,0,RU,1590075316,83,45.23,147.88,36.41,3.49
518,Sakakah,40,SA,1590075316,6,29.97,40.21,102.2,8.05
519,Road Town,40,VG,1590075316,74,18.42,-64.62,86.0,10.29
520,Kosh-Agach,100,RU,1590075316,80,50.0,88.67,49.84,8.57
521,Tak,95,TH,1590075316,92,16.58,98.83,87.01,2.51
522,Narón,96,ES,1590075261,64,43.52,-8.15,71.6,8.05
523,Clarence Town,75,AU,1590075316,76,-32.58,151.78,52.0,17.22
524,Evensk,100,RU,1590075258,77,61.95,159.23,37.36,5.61
525,Zhigansk,0,RU,1590074994,82,66.77,123.37,36.7,21.23
526,San Jose,40,US,1590075108,71,37.34,-121.89,61.0,9.17
527,Eureka,39,US,1590075316,74,40.8,-124.16,55.99,5.35
528,Port-Gentil,40,GA,1590074983,74,-0.72,8.78,86.0,12.75
529,Olafsvik,59,IS,1590074966,76,64.89,-23.71,47.5,20.98
530,Mariehamn,0,AX,1590075316,32,60.1,19.93,51.8,12.75
531,Hambantota,12,LK,1590074996,78,6.12,81.12,81.84,21.25
532,Onguday,100,RU,1590075316,80,50.75,86.15,54.5,1.1
533,Bonavista,100,CA,1590075317,68,48.65,-53.11,46.2,6.13
534,New Amsterdam,20,GY,1590075317,81,6.25,-57.52,83.39,7.58
535,Watertown,1,US,1590075317,30,42.37,-71.18,71.01,6.64
536,Fomboni,3,KM,1590075243,71,-12.28,43.74,80.04,19.73
537,Tari,16,NG,1590075317,14,12.41,4.49,106.32,8.72
538,Indianapolis,90,US,1590074909,82,39.77,-86.16,61.0,9.17
539,Dongsheng,0,CN,1590075317,34,39.82,109.98,56.89,8.34
540,Matamoros,5,MX,1590075317,26,25.53,-103.25,82.99,4.7
541,Pokhara,8,NP,1590075317,48,28.23,83.98,75.74,4.14
542,Hervey Bay,100,AU,1590075317,92,-25.3,152.85,64.0,7.0
543,Wajima,55,JP,1590075317,85,37.4,136.9,56.79,10.94
544,Juegang,100,CN,1590075052,74,32.32,121.19,71.01,1.01
545,Ryōtsu-minato,90,JP,1590075317,100,38.08,138.43,57.2,2.24
546,Pasco,23,US,1590075079,71,28.29,-82.42,88.0,3.0
547,Tucuruí,9,BR,1590075318,77,-3.77,-49.67,85.05,5.46
548,Ambilobe,0,MG,1590075318,70,-13.2,49.05,72.63,2.84
549,Elko,1,US,1590075318,61,41.0,-115.5,50.0,5.82
550,Tukan,66,RU,1590075318,93,53.84,57.46,42.58,5.3
551,Ducheng,100,CN,1590075318,89,23.24,111.53,80.37,2.28
552,Anchorage,75,US,1590075318,70,61.22,-149.9,48.2,4.7
553,Chokwé,12,MZ,1590075318,68,-24.53,32.98,69.89,7.67
554,Igarka,16,RU,1590075248,54,67.47,86.58,64.09,15.35
555,Nísia Floresta,75,BR,1590075318,74,-6.09,-35.21,84.2,16.11
556,Bakel,1,SN,1590075318,8,14.9,-12.46,112.05,4.38
557,Bontang,78,ID,1590074994,79,0.13,117.5,81.9,0.63
558,Saint-Pierre,2,RE,1590074692,69,-21.34,55.48,75.2,32.21
559,Prince George,1,CA,1590074857,93,53.92,-122.75,44.01,5.82
560,Khilok,32,RU,1590075319,82,51.37,110.47,43.2,2.82
561,Daşoguz,17,TM,1590075319,28,41.84,59.97,82.4,16.11
562,Yuancheng,87,CN,1590075260,25,36.65,107.79,65.34,8.05
563,Pozo Colorado,93,PY,1590075319,63,-23.49,-58.8,85.05,10.67
564,Dudinka,40,RU,1590075000,54,69.41,86.18,59.0,11.18
565,Colac,64,AU,1590075319,89,-38.33,143.58,46.0,3.87
566,Goderich,0,CA,1590075319,47,43.75,-81.72,66.99,3.76
567,Tyrma,46,RU,1590075320,84,50.08,132.17,48.43,1.25
